,date,symbol,symbol_name,action,price,shares,commission,return
336,2021-02-01,518880,黄金ETF,sell,3.82,,2.9795999999999996,-0.021014864172219448
337,2021-02-01,513100,纳指ETF,sell,0.862,,2.48256,-0.005767012687427918
338,2021-02-01,513500,标普500ETF,sell,1.134,,1.9731599999999998,-0.005263157894736847
339,2021-02-01,510880,红利ETF,sell,2.014,,1.5104999999999995,-0.04459203036053145
340,2021-02-01,511270,10年地方债ETF,buy,90.398,100.0,2.7119399999999994,
341,2021-02-01,518880,黄金ETF,buy,3.82,2600.0,2.9795999999999996,
342,2021-02-01,513100,纳指ETF,buy,0.862,9500.0,2.4566999999999997,
343,2021-02-01,513500,标普500ETF,buy,1.134,5800.0,1.9731599999999998,
344,2021-02-01,510880,红利ETF,buy,2.014,2600.0,1.5709199999999996,
345,2021-03-01,511270,10年地方债ETF,sell,90.62,,2.7186,0.002455806544392668
346,2021-03-01,518880,黄金ETF,sell,3.595,,2.8040999999999996,-0.058900523560209334
347,2021-03-01,513100,纳指ETF,sell,0.868,,2.4737999999999998,0.0069605568445475705
348,2021-03-01,513500,标普500ETF,sell,1.172,,2.0392799999999998,0.033509700176366876
349,2021-03-01,510880,红利ETF,sell,2.175,,1.6964999999999997,0.07994041708043696
350,2021-03-01,511270,10年地方债ETF,buy,90.62,100.0,2.7186,
351,2021-03-01,518880,黄金ETF,buy,3.595,2800.0,3.0197999999999996,
352,2021-03-01,513100,纳指ETF,buy,0.868,9500.0,2.4737999999999998,
353,2021-03-01,513500,标普500ETF,buy,1.172,5600.0,1.9689599999999998,
354,2021-03-01,510880,红利ETF,buy,2.175,2400.0,1.5659999999999998,
355,2021-04-01,511270,10年地方债ETF,sell,90.82,,2.7245999999999997,0.002207018318251916
356,2021-04-01,518880,黄金ETF,sell,3.565,,2.9945999999999997,-0.008344923504867941
357,2021-04-01,513100,纳指ETF,sell,0.886,,2.5250999999999997,0.02073732718894011
358,2021-04-01,513500,标普500ETF,sell,1.237,,2.07816,0.055460750853242466
359,2021-04-01,510880,红利ETF,sell,2.264,,1.6300799999999998,0.040919540229885046
360,2021-04-01,511270,10年地方债ETF,buy,90.82,100.0,2.7245999999999997,
361,2021-04-01,518880,黄金ETF,buy,3.565,2900.0,3.1015499999999996,
362,2021-04-01,513100,纳指ETF,buy,0.886,9300.0,2.4719399999999996,
363,2021-04-01,513500,标普500ETF,buy,1.237,5300.0,1.9668299999999999,
364,2021-04-01,510880,红利ETF,buy,2.264,2300.0,1.5621599999999998,
365,2021-05-06,511270,10年地方债ETF,sell,92.418,,2.7725400000000002,0.017595243338471848
366,2021-05-06,518880,黄金ETF,sell,3.676,,3.1981199999999994,0.031136044880785474
367,2021-05-06,513100,纳指ETF,sell,0.902,,2.51658,0.01805869074492101
368,2021-05-06,513500,标普500ETF,sell,1.283,,2.03997,0.03718674211802734
369,2021-05-06,510880,红利ETF,sell,2.301,,1.5876899999999998,0.016342756183745748
370,2021-05-06,511270,10年地方债ETF,buy,92.418,100.0,2.7725400000000002,
371,2021-05-06,518880,黄金ETF,buy,3.676,2800.0,3.08784,
372,2021-05-06,513100,纳指ETF,buy,0.902,9400.0,2.54364,
373,2021-05-06,513500,标普500ETF,buy,1.283,5200.0,2.0014799999999995,
374,2021-05-06,510880,红利ETF,buy,2.301,2300.0,1.5876899999999998,
375,2021-06-01,511270,10年地方债ETF,sell,92.026,,2.76078,-0.004241597957108032
376,2021-06-01,518880,黄金ETF,sell,3.853,,3.23652,0.048150163220892286
377,2021-06-01,513100,纳指ETF,sell,0.897,,2.52954,-0.0055432372505543285
378,2021-06-01,513500,标普500ETF,sell,1.267,,1.9765199999999996,-0.012470771628994556
379,2021-06-01,510880,红利ETF,sell,2.34,,1.6145999999999998,0.01694915254237275
380,2021-06-01,511270,10年地方债ETF,buy,92.026,100.0,2.76078,
381,2021-06-01,518880,黄金ETF,buy,3.853,2700.0,3.12093,
382,2021-06-01,513100,纳指ETF,buy,0.897,9500.0,2.55645,
383,2021-06-01,513500,标普500ETF,buy,1.267,5400.0,2.0525399999999996,
384,2021-06-01,510880,红利ETF,buy,2.34,2300.0,1.6145999999999998,
385,2021-07-01,511270,10年地方债ETF,sell,92.83,,2.7849,0.008736661378306153
386,2021-07-01,518880,黄金ETF,sell,3.629,,2.9394899999999997,-0.05813651699974051
387,2021-07-01,513100,纳指ETF,sell,0.965,,2.75025,0.07580824972129314
388,2021-07-01,513500,标普500ETF,sell,1.312,,2.1254399999999998,0.0355169692186268
389,2021-07-01,510880,红利ETF,sell,2.356,,1.6256399999999995,0.006837606837606844
390,2021-07-01,511270,10年地方债ETF,buy,92.83,100.0,2.7849,
391,2021-07-01,518880,黄金ETF,buy,3.629,2900.0,3.1572299999999998,
392,2021-07-01,513100,纳指ETF,buy,0.965,8800.0,2.5475999999999996,
393,2021-07-01,513500,标普500ETF,buy,1.312,5200.0,2.04672,
394,2021-07-01,510880,红利ETF,buy,2.356,2300.0,1.6256399999999995,
395,2021-08-02,511270,10年地方债ETF,sell,95.236,,2.85708,0.025918345362490637
396,2021-08-02,518880,黄金ETF,sell,3.68,,3.2015999999999996,0.014053458252962291
397,2021-08-02,513100,纳指ETF,sell,0.996,,2.6294399999999993,0.032124352331606244
398,2021-08-02,513500,标普500ETF,sell,1.352,,2.10912,0.030487804878048808
399,2021-08-02,510880,红利ETF,sell,2.28,,1.5732,-0.032258064516129066
400,2021-08-02,511270,10年地方债ETF,buy,95.236,100.0,2.85708,
401,2021-08-02,518880,黄金ETF,buy,3.68,2900.0,3.2015999999999996,
402,2021-08-02,513100,纳指ETF,buy,0.996,8600.0,2.56968,
403,2021-08-02,513500,标普500ETF,buy,1.352,5100.0,2.06856,
404,2021-08-02,510880,红利ETF,buy,2.28,2400.0,1.6415999999999995,
405,2021-09-01,511270,10年地方债ETF,sell,95.766,,2.8729799999999996,0.005565122432693531
406,2021-09-01,518880,黄金ETF,sell,3.69,,3.2102999999999997,0.002717391304347768
407,2021-09-01,513100,纳指ETF,sell,1.04,,2.6832,0.04417670682730928
408,2021-09-01,513500,标普500ETF,sell,1.39,,2.1266999999999996,0.028106508875739504
409,2021-09-01,510880,红利ETF,sell,2.618,,1.8849599999999997,0.14824561403508776
410,2021-09-01,511270,10年地方债ETF,buy,95.766,100.0,2.8729799999999996,
411,2021-09-01,518880,黄金ETF,buy,3.69,2900.0,3.2102999999999997,
412,2021-09-01,513100,纳指ETF,buy,1.04,8500.0,2.6519999999999997,
413,2021-09-01,513500,标普500ETF,buy,1.39,5100.0,2.1266999999999996,
414,2021-09-01,510880,红利ETF,buy,2.618,2100.0,1.6493399999999998,
415,2021-10-08,511270,10年地方债ETF,sell,95.385,,2.86155,-0.00397844746569764
416,2021-10-08,518880,黄金ETF,sell,3.587,,3.12069,-0.027913279132791263
417,2021-10-08,513100,纳指ETF,sell,0.987,,2.51685,-0.0509615384615385
418,2021-10-08,513500,标普500ETF,sell,1.341,,2.0517299999999996,-0.035251798561151036
419,2021-10-08,510880,红利ETF,sell,2.583,,1.62729,-0.013368983957219137
420,2021-10-08,511270,10年地方债ETF,buy,95.385,100.0,2.86155,
421,2021-10-08,518880,黄金ETF,buy,3.587,3000.0,3.2282999999999995,
422,2021-10-08,513100,纳指ETF,buy,0.987,8700.0,2.5760699999999996,
423,2021-10-08,513500,标普500ETF,buy,1.341,5100.0,2.0517299999999996,
424,2021-10-08,510880,红利ETF,buy,2.583,2100.0,1.62729,
425,2021-11-01,511270,10年地方债ETF,sell,95.231,,2.8569299999999993,-0.0016145096189129377
426,2021-11-01,518880,黄金ETF,sell,3.594,,3.2346,0.0019514914970726715
427,2021-11-01,513100,纳指ETF,sell,1.042,,2.7196199999999995,0.05572441742654514
428,2021-11-01,513500,标普500ETF,sell,1.396,,2.13588,0.04101416853094701
429,2021-11-01,510880,红利ETF,sell,2.352,,1.4817599999999997,-0.0894308943089432
430,2021-11-01,511270,10年地方债ETF,buy,95.231,100.0,2.8569299999999993,
431,2021-11-01,518880,黄金ETF,buy,3.594,3000.0,3.2346,
432,2021-11-01,513100,纳指ETF,buy,1.042,8300.0,2.5945799999999997,
433,2021-11-01,513500,标普500ETF,buy,1.396,5000.0,2.0939999999999994,
434,2021-11-01,510880,红利ETF,buy,2.352,2300.0,1.6228799999999997,
435,2021-12-01,511270,10年地方债ETF,sell,96.01,,2.8802999999999996,0.008180109418151765
436,2021-12-01,518880,黄金ETF,sell,3.591,,3.2318999999999996,-0.0008347245409014106
437,2021-12-01,513100,纳指ETF,sell,1.07,,2.6643,0.026871401151631502
438,2021-12-01,513500,标普500ETF,sell,1.389,,2.0835,-0.005014326647564395
439,2021-12-01,510880,红利ETF,sell,2.322,,1.60218,-0.012755102040816244
440,2021-12-01,511270,10年地方债ETF,buy,96.01,100.0,2.8802999999999996,
441,2021-12-01,518880,黄金ETF,buy,3.591,3000.0,3.2318999999999996,
442,2021-12-01,513100,纳指ETF,buy,1.07,8100.0,2.6001,
443,2021-12-01,513500,标普500ETF,buy,1.389,5000.0,2.0835,
444,2021-12-01,510880,红利ETF,buy,2.322,2400.0,1.67184,
445,2022-01-04,511270,10年地方债ETF,sell,95.48,,2.8644,-0.005520258306426425
446,2022-01-04,518880,黄金ETF,sell,3.62,,3.2579999999999996,0.008075744917850156
447,2022-01-04,513100,纳指ETF,sell,1.081,,2.62683,0.010280373831775606
448,2022-01-04,513500,标普500ETF,sell,1.449,,2.1734999999999998,0.04319654427645792
449,2022-01-04,510880,红利ETF,sell,2.421,,1.7431199999999998,0.04263565891472858
450,2022-01-04,511270,10年地方债ETF,buy,95.48,100.0,2.8644,
451,2022-01-04,518880,黄金ETF,buy,3.62,3000.0,3.2579999999999996,
452,2022-01-04,513100,纳指ETF,buy,1.081,8200.0,2.6592599999999993,
453,2022-01-04,513500,标普500ETF,buy,1.449,4800.0,2.08656,
454,2022-01-04,510880,红利ETF,buy,2.421,2300.0,1.6704899999999996,
455,2022-02-07,511270,10年地方债ETF,sell,97.886,,2.9365799999999997,0.025198994553833176
456,2022-02-07,518880,黄金ETF,sell,3.62,,3.2579999999999996,0.0
457,2022-02-07,513100,纳指ETF,sell,0.956,,2.3517599999999996,-0.11563367252543941
458,2022-02-07,513500,标普500ETF,sell,1.347,,1.9396799999999996,-0.07039337474120089
459,2022-02-07,510880,红利ETF,sell,2.395,,1.65255,-0.010739363899215119
460,2022-02-07,511270,10年地方债ETF,buy,97.886,100.0,2.9365799999999997,
461,2022-02-07,518880,黄金ETF,buy,3.62,2900.0,3.1493999999999995,
462,2022-02-07,513100,纳指ETF,buy,0.956,9000.0,2.5812,
463,2022-02-07,513500,标普500ETF,buy,1.347,5100.0,2.06091,
464,2022-02-07,510880,红利ETF,buy,2.395,2300.0,1.65255,
465,2022-03-01,511270,10年地方债ETF,sell,97.298,,2.9189399999999996,-0.006006987720409394
466,2022-03-01,518880,黄金ETF,sell,3.786,,3.2938199999999997,0.0458563535911602
467,2022-03-01,513100,纳指ETF,sell,0.919,,2.4812999999999996,-0.03870292887029281
468,2022-03-01,513500,标普500ETF,sell,1.303,,1.9935899999999995,-0.03266518188567189
469,2022-03-01,510880,红利ETF,sell,2.493,,1.7201699999999998,0.040918580375782825
470,2022-03-01,511270,10年地方债ETF,buy,97.298,100.0,2.9189399999999996,
471,2022-03-01,518880,黄金ETF,buy,3.786,2800.0,3.1802399999999995,
472,2022-03-01,513100,纳指ETF,buy,0.919,9300.0,2.56401,
473,2022-03-01,513500,标普500ETF,buy,1.303,5300.0,2.07177,
474,2022-03-01,510880,红利ETF,buy,2.493,2200.0,1.6453799999999996,
475,2022-04-01,511270,10年地方债ETF,sell,97.3,,2.9189999999999996,2.0555407099789706e-05
476,2022-04-01,518880,黄金ETF,sell,3.853,,3.23652,0.017696777601690483
477,2022-04-01,513100,纳指ETF,sell,0.973,,2.7146699999999995,0.05875952121871592
478,2022-04-01,513500,标普500ETF,sell,1.371,,2.17989,0.05218726016884118
479,2022-04-01,510880,红利ETF,sell,2.634,,1.73844,0.0565583634175692
480,2022-04-01,511270,10年地方债ETF,buy,97.3,100.0,2.9189999999999996,
481,2022-04-01,518880,黄金ETF,buy,3.853,2800.0,3.23652,
482,2022-04-01,513100,纳指ETF,buy,0.973,9100.0,2.6562899999999994,
483,2022-04-01,513500,标普500ETF,buy,1.371,5100.0,2.09763,
484,2022-04-01,510880,红利ETF,buy,2.634,2100.0,1.6594199999999997,
485,2022-05-05,511270,10年地方债ETF,sell,98.104,,2.9431199999999995,0.008263103802672169
486,2022-05-05,518880,黄金ETF,sell,3.929,,3.3003599999999995,0.019724889696340415
487,2022-05-05,513100,纳指ETF,sell,0.913,,2.49249,-0.061664953751284626
488,2022-05-05,513500,标普500ETF,sell,1.341,,2.0517299999999996,-0.02188183807439827
489,2022-05-05,510880,红利ETF,sell,2.456,,1.54728,-0.06757782839787393
490,2022-05-05,511270,10年地方债ETF,buy,98.104,100.0,2.9431199999999995,
491,2022-05-05,518880,黄金ETF,buy,3.929,2700.0,3.1824899999999996,
492,2022-05-05,513100,纳指ETF,buy,0.913,9500.0,2.6020499999999998,
493,2022-05-05,513500,标普500ETF,buy,1.341,5200.0,2.09196,
494,2022-05-05,510880,红利ETF,buy,2.456,2200.0,1.6209599999999997,
495,2022-06-01,511270,10年地方债ETF,sell,99.26,,2.9778,0.011783413520345816
496,2022-06-01,518880,黄金ETF,sell,3.852,,3.1201199999999996,-0.019597862051412562
497,2022-06-01,513100,纳指ETF,sell,0.868,,2.4737999999999998,-0.04928806133625415
498,2022-06-01,513500,标普500ETF,sell,1.307,,2.0389199999999996,-0.025354213273676384
499,2022-06-01,510880,红利ETF,sell,2.492,,1.6447199999999997,0.014657980456026072
500,2022-06-01,511270,10年地方债ETF,buy,99.26,100.0,2.9778,
501,2022-06-01,518880,黄金ETF,buy,3.852,2700.0,3.1201199999999996,
502,2022-06-01,513100,纳指ETF,buy,0.868,9900.0,2.57796,
503,2022-06-01,513500,标普500ETF,buy,1.307,5200.0,2.0389199999999996,
504,2022-06-01,510880,红利ETF,buy,2.492,2200.0,1.6447199999999997,
505,2022-07-01,511270,10年地方债ETF,sell,98.733,,2.96199,-0.005309288736651229
506,2022-07-01,518880,黄金ETF,sell,3.784,,3.0650399999999993,-0.01765316718587748
507,2022-07-01,513100,纳指ETF,sell,0.799,,2.37303,-0.07949308755760363
508,2022-07-01,513500,标普500ETF,sell,1.191,,1.85796,-0.08875286916602898
509,2022-07-01,510880,红利ETF,sell,2.558,,1.6882799999999998,0.026484751203852262
510,2022-07-01,511270,10年地方债ETF,buy,98.733,100.0,2.96199,
511,2022-07-01,518880,黄金ETF,buy,3.784,2700.0,3.0650399999999993,
512,2022-07-01,513100,纳指ETF,buy,0.799,10400.0,2.49288,
513,2022-07-01,513500,标普500ETF,buy,1.191,5600.0,2.00088,
514,2022-07-01,510880,红利ETF,buy,2.558,2100.0,1.6115399999999998,
515,2022-08-01,511270,10年地方债ETF,sell,99.466,,2.9839799999999994,0.007424062876647017
516,2022-08-01,518880,黄金ETF,sell,3.743,,3.03183,-0.0108350951374207
517,2022-08-01,513100,纳指ETF,sell,0.886,,2.7643199999999997,0.10888610763454314
518,2022-08-01,513500,标普500ETF,sell,1.31,,2.2007999999999996,0.09991603694374475
519,2022-08-01,510880,红利ETF,sell,2.497,,1.5731099999999998,-0.023846755277560572
520,2022-08-01,511270,10年地方债ETF,buy,99.466,100.0,2.9839799999999994,
521,2022-08-01,518880,黄金ETF,buy,3.743,2800.0,3.1441199999999996,
522,2022-08-01,513100,纳指ETF,buy,0.886,9600.0,2.5516799999999997,
523,2022-08-01,513500,标普500ETF,buy,1.31,5200.0,2.0435999999999996,
524,2022-08-01,510880,红利ETF,buy,2.497,2200.0,1.6480199999999998,
525,2022-09-01,511270,10年地方债ETF,sell,100.662,,3.01986,0.012024209277542199
526,2022-09-01,518880,黄金ETF,sell,3.73,,3.1331999999999995,-0.0034731498797755545
527,2022-09-01,513100,纳指ETF,sell,0.854,,2.4595199999999995,-0.03611738148984202
528,2022-09-01,513500,标普500ETF,sell,1.282,,1.99992,-0.021374045801526735
529,2022-09-01,510880,红利ETF,sell,2.574,,1.6988399999999997,0.030837004405286327
530,2022-09-01,511270,10年地方债ETF,buy,100.662,100.0,3.01986,
531,2022-09-01,518880,黄金ETF,buy,3.73,2800.0,3.1331999999999995,
532,2022-09-01,513100,纳指ETF,buy,0.854,9900.0,2.53638,
533,2022-09-01,513500,标普500ETF,buy,1.282,5300.0,2.03838,
534,2022-09-01,510880,红利ETF,buy,2.574,2100.0,1.6216199999999998,
535,2022-10-10,511270,10年地方债ETF,sell,100.245,,3.0073499999999997,-0.004142576145914065
536,2022-10-10,518880,黄金ETF,sell,3.81,,3.2003999999999997,0.021447721179624683
537,2022-10-10,513100,纳指ETF,sell,0.792,,2.3522399999999997,-0.072599531615925
538,2022-10-10,513500,标普500ETF,sell,1.207,,1.91913,-0.05850234009360371
539,2022-10-10,510880,红利ETF,sell,2.554,,1.6090199999999997,-0.007770007770007778
540,2022-10-10,511270,10年地方债ETF,buy,100.245,100.0,3.0073499999999997,
541,2022-10-10,518880,黄金ETF,buy,3.81,2700.0,3.0860999999999996,
542,2022-10-10,513100,纳指ETF,buy,0.792,10500.0,2.4947999999999997,
543,2022-10-10,513500,标普500ETF,buy,1.207,5500.0,1.99155,
544,2022-10-10,510880,红利ETF,buy,2.554,2100.0,1.6090199999999997,
545,2022-11-01,511270,10年地方债ETF,sell,100.985,,3.0295499999999995,0.007381914309940594
546,2022-11-01,518880,黄金ETF,sell,3.81,,3.0860999999999996,0.0
547,2022-11-01,513100,纳指ETF,sell,0.851,,2.68065,0.07449494949494942
548,2022-11-01,513500,标普500ETF,sell,1.325,,2.18625,0.09776304888152433
549,2022-11-01,510880,红利ETF,sell,2.356,,1.4842799999999996,-0.07752545027407987
550,2022-11-01,511270,10年地方债ETF,buy,100.985,100.0,3.0295499999999995,
551,2022-11-01,518880,黄金ETF,buy,3.81,2700.0,3.0860999999999996,
552,2022-11-01,513100,纳指ETF,buy,0.851,10000.0,2.553,
553,2022-11-01,513500,标普500ETF,buy,1.325,5100.0,2.02725,
554,2022-11-01,510880,红利ETF,buy,2.356,2300.0,1.6256399999999995,
555,2022-12-01,511270,10年地方债ETF,sell,100.855,,3.0256499999999997,-0.0012873198989948552
556,2022-12-01,518880,黄金ETF,sell,3.956,,3.20436,0.03832020997375326
557,2022-12-01,513100,纳指ETF,sell,0.868,,2.6039999999999996,0.019976498237367822
558,2022-12-01,513500,标普500ETF,sell,1.363,,2.08539,0.028679245283018896
559,2022-12-01,510880,红利ETF,sell,2.582,,1.7815799999999997,0.09592529711375211
560,2022-12-01,511270,10年地方债ETF,buy,100.855,100.0,3.0256499999999997,
561,2022-12-01,518880,黄金ETF,buy,3.956,2700.0,3.20436,
562,2022-12-01,513100,纳指ETF,buy,0.868,10000.0,2.6039999999999996,
563,2022-12-01,513500,标普500ETF,buy,1.363,5100.0,2.08539,
564,2022-12-01,510880,红利ETF,buy,2.582,2100.0,1.6266599999999998,
565,2023-01-03,511270,10年地方债ETF,sell,100.514,,3.0154199999999998,-0.003381091666253613
566,2023-01-03,518880,黄金ETF,sell,3.987,,3.2294699999999996,0.007836198179979813
567,2023-01-03,513100,纳指ETF,sell,0.806,,2.418,-0.07142857142857137
568,2023-01-03,513500,标普500ETF,sell,1.25,,1.9124999999999999,-0.08290535583272193
569,2023-01-03,510880,红利ETF,sell,2.465,,1.5529499999999998,-0.0453137103020914
570,2023-01-03,511270,10年地方债ETF,buy,100.514,100.0,3.0154199999999998,
571,2023-01-03,518880,黄金ETF,buy,3.987,2600.0,3.10986,
572,2023-01-03,513100,纳指ETF,buy,0.806,10500.0,2.5389,
573,2023-01-03,513500,标普500ETF,buy,1.25,5400.0,2.025,
574,2023-01-03,510880,红利ETF,buy,2.465,2200.0,1.6268999999999998,
575,2023-02-01,511270,10年地方债ETF,sell,100.889,,3.0266699999999997,0.0037308235668663072
576,2023-02-01,518880,黄金ETF,sell,4.091,,3.1909799999999997,0.02608477552044146
577,2023-02-01,513100,纳指ETF,sell,0.847,,2.6680499999999996,0.050868486352357224
578,2023-02-01,513500,标普500ETF,sell,1.29,,2.0898,0.03200000000000003
579,2023-02-01,510880,红利ETF,sell,2.54,,1.6764,0.030425963488843886
580,2023-02-01,511270,10年地方债ETF,buy,100.889,100.0,3.0266699999999997,
581,2023-02-01,518880,黄金ETF,buy,4.091,2600.0,3.1909799999999997,
582,2023-02-01,513100,纳指ETF,buy,0.847,10200.0,2.59182,
583,2023-02-01,513500,标普500ETF,buy,1.29,5300.0,2.0511,
584,2023-02-01,510880,红利ETF,buy,2.54,2100.0,1.6001999999999998,
585,2023-03-01,511270,10年地方债ETF,sell,100.928,,3.0278399999999994,0.00038656345092132424
586,2023-03-01,518880,黄金ETF,sell,4.029,,3.1426199999999995,-0.015155218772916224
587,2023-03-01,513100,纳指ETF,sell,0.852,,2.6071199999999997,0.005903187721369545
588,2023-03-01,513500,标普500ETF,sell,1.291,,2.0526899999999997,0.000775193798449527
589,2023-03-01,510880,红利ETF,sell,2.642,,1.6644599999999998,0.04015748031496058
590,2023-03-01,511270,10年地方债ETF,buy,100.928,100.0,3.0278399999999994,
591,2023-03-01,518880,黄金ETF,buy,4.029,2600.0,3.1426199999999995,
592,2023-03-01,513100,纳指ETF,buy,0.852,10200.0,2.6071199999999997,
593,2023-03-01,513500,标普500ETF,buy,1.291,5400.0,2.09142,
594,2023-03-01,510880,红利ETF,buy,2.642,2100.0,1.6644599999999998,
595,2023-04-03,511270,10年地方债ETF,sell,102.024,,3.0607199999999994,0.01085922637920105
596,2023-04-03,518880,黄金ETF,sell,4.221,,3.2923799999999996,0.04765450483991069
597,2023-04-03,513100,纳指ETF,sell,0.92,,2.8152,0.07981220657277002
598,2023-04-03,513500,标普500ETF,sell,1.326,,2.14812,0.027110766847405224
599,2023-04-03,510880,红利ETF,sell,2.642,,1.6644599999999998,0.0
600,2023-04-03,511270,10年地方债ETF,buy,102.024,100.0,3.0607199999999994,
601,2023-04-03,518880,黄金ETF,buy,4.221,2600.0,3.2923799999999996,
602,2023-04-03,513100,纳指ETF,buy,0.92,9600.0,2.6496,
603,2023-04-03,513500,标普500ETF,buy,1.326,5300.0,2.1083399999999997,
604,2023-04-03,510880,红利ETF,buy,2.642,2100.0,1.6644599999999998,
605,2023-05-04,511270,10年地方债ETF,sell,102.103,,3.0630899999999994,0.000774327609189931
606,2023-05-04,518880,黄金ETF,sell,4.395,,3.4280999999999993,0.04122245913290677
607,2023-05-04,513100,纳指ETF,sell,0.918,,2.64384,-0.0021739130434782626
608,2023-05-04,513500,标普500ETF,sell,1.331,,2.11629,0.0037707390648566313
609,2023-05-04,510880,红利ETF,sell,2.857,,1.7999100000000001,0.08137774413323251
610,2023-05-04,511270,10年地方债ETF,buy,102.103,100.0,3.0630899999999994,
611,2023-05-04,518880,黄金ETF,buy,4.395,2500.0,3.2962499999999992,
612,2023-05-04,513100,纳指ETF,buy,0.918,9800.0,2.6989199999999998,
613,2023-05-04,513500,标普500ETF,buy,1.331,5400.0,2.15622,
614,2023-05-04,510880,红利ETF,buy,2.857,2000.0,1.7142,
615,2023-06-01,511270,10年地方债ETF,sell,103.225,,3.0967499999999997,0.01098890336229102
616,2023-06-01,518880,黄金ETF,sell,4.362,,3.2714999999999996,-0.007508532423208072
617,2023-06-01,513100,纳指ETF,sell,1.03,,3.0281999999999996,0.12200435729847493
618,2023-06-01,513500,标普500ETF,sell,1.404,,2.2744799999999996,0.054845980465815146
619,2023-06-01,510880,红利ETF,sell,2.712,,1.6271999999999998,-0.050752537626881346
620,2023-06-01,511270,10年地方债ETF,buy,103.225,100.0,3.0967499999999997,
621,2023-06-01,518880,黄金ETF,buy,4.362,2600.0,3.40236,
622,2023-06-01,513100,纳指ETF,buy,1.03,8900.0,2.7500999999999998,
623,2023-06-01,513500,标普500ETF,buy,1.404,5200.0,2.1902399999999997,
624,2023-06-01,510880,红利ETF,buy,2.712,2100.0,1.70856,
625,2023-07-03,511270,10年地方债ETF,sell,103.894,,3.11682,0.006480988132719895
626,2023-07-03,518880,黄金ETF,sell,4.358,,3.3992399999999994,-0.0009170105456213773
627,2023-07-03,513100,纳指ETF,sell,1.118,,2.98506,0.08543689320388356
628,2023-07-03,513500,标普500ETF,sell,1.522,,2.37432,0.08404558404558413
629,2023-07-03,510880,红利ETF,sell,2.7,,1.7009999999999998,-0.00442477876106195
630,2023-07-03,511270,10年地方债ETF,buy,103.894,100.0,3.11682,
631,2023-07-03,518880,黄金ETF,buy,4.358,2600.0,3.3992399999999994,
632,2023-07-03,513100,纳指ETF,buy,1.118,8400.0,2.81736,
633,2023-07-03,513500,标普500ETF,buy,1.522,4900.0,2.2373399999999997,
634,2023-07-03,510880,红利ETF,buy,2.7,2200.0,1.7819999999999998,
635,2023-08-01,511270,10年地方债ETF,sell,104.46,,3.1338,0.0054478603191713505
636,2023-08-01,518880,黄金ETF,sell,4.426,,3.45228,0.015603487838458125
637,2023-08-01,513100,纳指ETF,sell,1.153,,2.90556,0.03130590339892658
638,2023-08-01,513500,标普500ETF,sell,1.549,,2.2770299999999994,0.017739816031537393
639,2023-08-01,510880,红利ETF,sell,2.837,,1.87242,0.05074074074074074
640,2023-08-01,511270,10年地方债ETF,buy,104.46,100.0,3.1338,
641,2023-08-01,518880,黄金ETF,buy,4.426,2600.0,3.45228,
642,2023-08-01,513100,纳指ETF,buy,1.153,8300.0,2.87097,
643,2023-08-01,513500,标普500ETF,buy,1.549,4900.0,2.2770299999999994,
644,2023-08-01,510880,红利ETF,buy,2.837,2100.0,1.78731,
645,2023-09-01,511270,10年地方债ETF,sell,104.476,,3.13428,0.00015316867700560354
646,2023-09-01,518880,黄金ETF,sell,4.489,,3.5014199999999995,0.014234071396294559
647,2023-09-01,513100,纳指ETF,sell,1.139,,2.83611,-0.012142237640936698
648,2023-09-01,513500,标普500ETF,sell,1.544,,2.2696799999999997,-0.003227888960619686
649,2023-09-01,510880,红利ETF,sell,2.749,,1.73187,-0.03101868170602752
650,2023-09-01,511270,10年地方债ETF,buy,104.476,100.0,3.13428,
651,2023-09-01,518880,黄金ETF,buy,4.489,2600.0,3.5014199999999995,
652,2023-09-01,513100,纳指ETF,buy,1.139,8300.0,2.83611,
653,2023-09-01,513500,标普500ETF,buy,1.544,4900.0,2.2696799999999997,
654,2023-09-01,510880,红利ETF,buy,2.749,2200.0,1.8143399999999998,
655,2023-10-09,511270,10年地方债ETF,sell,104.057,,3.1217099999999998,-0.004010490447566876
656,2023-10-09,518880,黄金ETF,sell,4.405,,3.4358999999999997,-0.0187124081087101
657,2023-10-09,513100,纳指ETF,sell,1.096,,2.72904,-0.0377524143985952
658,2023-10-09,513500,标普500ETF,sell,1.47,,2.1609,-0.04792746113989641
659,2023-10-09,510880,红利ETF,sell,2.799,,1.84734,0.01818843215714799
660,2023-10-09,511270,10年地方债ETF,buy,104.057,100.0,3.1217099999999998,
661,2023-10-09,518880,黄金ETF,buy,4.405,2600.0,3.4358999999999997,
662,2023-10-09,513100,纳指ETF,buy,1.096,8500.0,2.7948,
663,2023-10-09,513500,标普500ETF,buy,1.47,5100.0,2.2491,
664,2023-10-09,510880,红利ETF,buy,2.799,2100.0,1.7633699999999997,
665,2023-11-01,511270,10年地方债ETF,sell,103.681,,3.11043,-0.003613404191933313
666,2023-11-01,518880,黄金ETF,sell,4.603,,3.5903399999999994,0.04494892167990908
667,2023-11-01,513100,纳指ETF,sell,1.069,,2.7259499999999997,-0.024635036496350488
668,2023-11-01,513500,标普500ETF,sell,1.446,,2.2123799999999996,-0.016326530612244913
669,2023-11-01,510880,红利ETF,sell,2.706,,1.70478,-0.03322615219721328
